machine_type,vibration_rms,temperature_motor,current_phase_avg,pressure_level,rpm,operating_mode,hours_since_maintenance,ambient_temp,rul_hours,hour,day_of_week,month,temp_over_rpm,vibration_x_current,maintenance_urgency
CNC,0.99,47.63,4.39,23.1,878.1,idle,44.13,12.8,44.01,2,3,1,0.05418041178477989,4.3461,0.980448789157965
Pump,0.66,41.85,3.8,15.5,539.8,idle,28.22,13.1,52.64,12,5,1,0.07738535502958581,2.508,0.5260999254287845
CNC,0.94,44.76,,24.6,896.3,idle,129.62,10.8,0.5,22,2,1,0.049882982280173856,,86.41333333333334
CNC,2.52,51.08,12.36,78.9,2817.4,normal,120.87,15.0,0.5,14,2,1,0.01812375816065853,31.147199999999998,80.58
CNC,0.74,42.59,4.68,22.2,912.4,idle,34.63,15.6,48.84,0,6,1,0.04662798335887892,3.4631999999999996,0.6948234349919743
Robotic Arm,0.42,31.77,2.43,18.2,158.8,idle,108.52,12.2,0.5,15,4,1,0.198811013767209,1.0206,72.34666666666666
Compressor,1.41,58.34,6.95,43.2,669.2,idle,24.92,10.3,4.74,8,3,1,0.0870486421963593,9.7995,4.341463414634147
Compressor,2.32,60.19,13.57,114.4,1764.7,normal,288.7,15.3,67.65,10,0,1,0.03408846349889562,31.4824,4.205389657683903
Pump,0.61,38.35,3.77,21.1,539.2,idle,5.6,14.8,90.06,23,1,1,0.07099222510181415,2.2997,0.061497913463650335
Robotic Arm,0.38,31.38,2.4,15.0,155.0,idle,12.93,8.2,63.76,20,2,1,0.20115384615384616,0.9119999999999999,0.19966028412600373
Pump,0.68,36.13,3.31,16.4,511.5,idle,109.72,14.1,0.5,21,1,1,0.07049756097560976,2.2508000000000004,73.14666666666666
Compressor,0.97,50.18,5.98,43.2,770.1,idle,69.03,15.9,24.47,6,6,1,0.06507586564647905,5.8006,2.7102473498233217
CNC,0.81,49.22,4.05,,866.2,idle,275.88,16.5,0.5,21,4,1,0.05675738007380073,3.2805,183.92
Pump,1.9,56.61,12.5,119.8,1338.5,normal,297.47,9.6,0.5,16,3,1,0.04226203807390817,23.75,198.31333333333336
Pump,2.07,50.85,12.44,88.1,1308.3,normal,214.2,16.0,80.47,4,0,1,0.03883754678072253,25.750799999999998,2.6291886584018656
Compressor,,64.56,,,1659.9,normal,42.87,12.5,32.6,6,5,1,0.03887049190198085,,1.275892857142857
Compressor,3.7,70.43,16.43,96.8,1725.6,normal,22.48,9.4,27.77,7,6,1,0.04079115023746091,60.791000000000004,0.7813694820994092
CNC,0.78,45.77,5.4,20.2,903.9,idle,278.84,8.9,0.5,0,5,1,0.050580174604928724,4.212000000000001,185.89333333333332
Robotic Arm,2.04,49.59,5.85,42.6,358.7,normal,481.15,9.2,24.16,10,4,1,0.1378648874061718,11.934,19.123608903020667
Pump,0.66,38.14,3.57,22.9,518.2,idle,9.43,10.8,61.87,22,4,1,0.07345916795069336,2.3562,0.14999204708127883
Pump,0.64,56.56,4.77,22.4,523.3,idle,57.63,15.2,22.8,5,2,1,0.10787716955941257,3.0528,2.4214285714285713
Robotic Arm,2.21,51.7,8.94,48.5,473.7,peak,300.68,13.8,18.62,8,2,1,0.10891089108910892,19.757399999999997,15.325178389398573
Compressor,2.54,66.01,13.69,114.8,1688.5,normal,376.16,17.7,0.5,7,5,1,0.039070730985498674,34.7726,250.77333333333334
Robotic Arm,0.95,46.59,5.45,47.1,340.7,normal,35.5,14.0,48.62,14,1,1,0.1363476733977173,5.1775,0.7154373236598146
Robotic Arm,1.06,37.77,5.48,,367.6,normal,8.65,12.1,70.27,14,5,1,0.10246880086814976,5.808800000000001,0.12136944015714889
CNC,6.28,77.22,16.47,67.9,2884.3,normal,339.46,9.5,8.0,13,0,1,0.026763248189096454,103.4316,37.717777777777776
CNC,0.73,48.97,5.35,23.8,873.7,idle,284.08,13.4,50.72,10,0,1,0.05598490911169544,3.9054999999999995,5.492652745552977
Robotic Arm,0.36,34.99,2.2,17.6,145.2,idle,115.53,8.2,0.5,1,3,1,0.23932968536251714,0.792,77.02
Pump,2.04,66.9,12.83,111.5,1224.9,normal,365.48,12.5,0.5,12,6,1,0.0545721510726813,26.1732,243.65333333333334
Compressor,1.02,45.22,6.99,44.2,721.4,idle,49.38,17.4,24.24,22,4,1,0.0625968992248062,7.1298,1.9564183835182252
Robotic Arm,1.19,40.6,5.81,,362.5,normal,373.15,14.7,69.63,14,0,1,0.11169188445667126,6.913899999999999,5.283165793572136
Compressor,1.64,52.11,7.29,43.6,726.9,idle,133.58,12.9,26.33,1,2,1,0.07158950405275451,11.955599999999999,4.887669227954629
CNC,0.77,,5.47,20.3,882.7,idle,180.82,8.2,0.5,2,5,1,,4.2119,120.54666666666667
Compressor,0.92,46.79,6.95,43.5,747.2,idle,10.95,9.1,64.51,22,3,1,0.06253675487837476,6.394,0.16715005342695768
CNC,2.54,68.89,,61.9,2752.5,normal,188.38,13.4,12.21,23,1,1,0.025019066642455057,,14.260408781226342
Pump,0.64,35.2,3.58,23.3,517.5,idle,6.52,12.1,64.8,2,0,1,0.06788813886210222,2.2912,0.09908814589665653
CNC,7.4,,12.51,,2879.0,normal,22.95,11.6,3.84,12,4,1,,92.574,4.741735537190083
Robotic Arm,1.79,42.57,7.84,64.8,504.8,peak,137.7,13.7,0.5,20,5,1,0.08416370106761566,14.0336,91.8
Robotic Arm,0.49,37.75,2.44,19.8,140.1,idle,552.16,13.2,23.51,1,1,1,0.26754075124025517,1.1956,22.527947776417786
CNC,1.3,52.89,4.4,27.6,811.2,idle,71.97,9.0,16.18,6,4,1,0.06511942871213987,5.720000000000001,4.189173457508731
CNC,3.12,56.13,13.8,69.7,2989.2,normal,6.85,10.5,68.45,19,4,1,0.01877131964417096,43.056000000000004,0.0986321094312455
Pump,1.87,61.66,11.13,105.2,1336.3,normal,56.73,12.5,14.57,21,6,1,0.04610782920810588,20.813100000000002,3.6435452793834293
Robotic Arm,0.42,28.92,2.39,19.6,148.5,idle,36.37,16.8,57.69,18,4,1,0.19344481605351171,1.0038,0.6196967115351848
Pump,2.26,70.46,12.66,101.7,1210.0,normal,331.01,11.5,31.14,9,1,1,0.058183319570602805,28.6116,10.29900435594275
CNC,0.95,48.53,4.33,20.4,901.7,idle,200.08,11.6,56.51,17,1,1,0.05376093940401019,4.1135,3.479047122239611
Pump,2.09,46.59,11.83,95.0,1337.0,normal,34.98,15.8,36.71,17,3,1,0.03482062780269059,24.7247,0.9276054097056483
Robotic Arm,0.37,29.17,2.26,18.3,156.4,idle,511.25,16.5,0.5,9,6,1,0.18532401524777636,0.8361999999999999,340.8333333333333
CNC,4.12,72.89,26.04,80.9,3817.8,peak,58.45,15.0,29.69,16,3,1,0.019087147795118886,107.2848,1.9045291625936787
Compressor,1.07,,6.98,43.1,746.5,idle,40.07,12.2,56.32,22,3,1,,7.468600000000001,0.6990579204466155
CNC,0.8,49.62,4.88,24.7,853.2,idle,0.3,15.0,82.98,21,5,1,0.05808944041208147,3.904,0.0035722791140747794
Pump,0.54,39.35,3.6,,564.1,idle,41.43,11.6,39.42,1,6,1,0.06963369315165457,1.9440000000000002,1.0249876298861949
Pump,1.93,49.7,11.3,129.7,1250.1,normal,110.27,17.2,0.5,21,0,1,0.0397250419630725,21.809,73.51333333333334
Pump,0.65,38.17,3.67,22.0,566.6,idle,310.37,17.3,0.5,5,4,1,0.06724806201550387,2.3855,206.91333333333333
Pump,0.56,44.37,3.44,16.7,512.7,idle,63.1,13.8,19.03,4,6,1,0.0863733696710142,1.9264000000000001,3.1502745881178233
Pump,2.06,60.84,12.82,107.8,1202.5,normal,37.43,8.5,43.0,9,1,1,0.050552555047777316,26.409200000000002,0.8506818181818182
Pump,1.22,52.56,4.44,24.1,534.6,idle,260.63,16.3,3.2,22,2,1,0.09813293502613891,5.4168,62.054761904761904
CNC,0.86,46.14,4.35,22.9,880.0,idle,165.38,8.7,0.5,0,5,1,0.052372304199772984,3.7409999999999997,110.25333333333333
CNC,2.1,60.24,15.93,52.5,2891.8,normal,101.97,13.5,0.5,19,1,1,0.020824115044247787,33.453,67.98
CNC,0.79,45.73,4.61,21.7,869.3,idle,99.62,11.6,42.17,1,1,1,0.052545099391014594,3.6419000000000006,2.3076210331248554
Pump,0.58,37.81,3.62,17.4,506.4,idle,37.27,17.0,34.43,19,3,1,0.07451714623571148,2.0996,1.0519333897826701
Compressor,0.9,46.2,5.94,48.5,764.5,idle,56.33,16.3,37.17,18,5,1,0.060352710646636186,5.346,1.4757663086193344
Pump,1.75,51.64,12.18,111.6,1306.9,normal,55.37,10.0,22.31,7,5,1,0.03948314091291383,21.314999999999998,2.3753753753753752
Robotic Arm,1.28,46.58,5.4,43.7,352.6,normal,157.67,12.4,0.5,19,4,1,0.1317307692307692,6.912000000000001,105.11333333333333
CNC,2.3,59.0,10.52,,2869.1,normal,194.99,15.1,61.59,12,1,1,0.020556775025260446,24.195999999999998,3.1153538903978273
Pump,2.02,66.21,12.03,121.6,1248.6,normal,110.42,11.7,0.5,21,0,1,0.05298495518565941,24.3006,73.61333333333333
Compressor,0.96,44.53,6.36,49.0,757.0,idle,66.22,10.3,27.29,4,6,1,0.0587467018469657,6.1056,2.3407564510427714
Compressor,0.93,,6.28,45.8,724.7,idle,40.22,10.2,35.25,4,5,1,,5.840400000000001,1.1095172413793104
Compressor,0.95,46.02,6.38,47.5,748.1,idle,295.44,15.4,39.83,22,1,1,0.06143372046455747,6.061,7.235855988243938
Compressor,0.98,50.55,5.76,47.3,721.3,idle,48.98,10.8,44.52,10,5,1,0.0699847708708293,5.6448,1.0760105448154655
CNC,4.63,68.33,21.23,75.1,3749.6,peak,78.0,9.2,10.14,12,4,1,0.01821841838639151,98.2949,7.001795332136445
CNC,0.71,46.41,4.1,24.4,887.7,idle,150.6,17.2,78.04,9,0,1,0.05222234724879036,2.9109999999999996,1.9053643724696354
Pump,2.0,61.85,12.98,91.5,1248.4,normal,239.28,15.9,0.5,6,6,1,0.049503761805666714,25.96,159.52
Compressor,2.24,61.88,15.2,108.8,1720.1,normal,387.99,11.8,0.5,13,4,1,0.0359537505083958,34.048,258.66
CNC,2.25,57.78,14.07,65.8,3091.5,normal,281.75,16.8,53.05,7,0,1,0.018683912691996766,31.6575,5.212765957446809
Robotic Arm,0.44,29.49,2.52,16.2,155.0,idle,150.23,12.8,0.5,9,6,1,0.18903846153846152,1.1088,100.15333333333332
CNC,2.54,60.46,11.71,54.5,2951.6,normal,81.0,9.7,60.79,7,0,1,0.020476867845288897,29.7434,1.3108917300534066
CNC,1.93,50.69,10.23,59.1,2951.2,normal,239.89,10.5,16.69,9,3,1,0.01717024591829822,19.7439,13.560768795929903
Pump,1.99,62.99,11.45,84.7,1272.4,normal,130.3,9.1,0.5,17,1,1,0.049465996544683526,22.7855,86.86666666666667
Compressor,1.12,52.8,8.4,,710.8,idle,360.73,16.5,23.34,1,4,1,0.07417813992694577,9.408000000000001,14.820460147904685
Compressor,0.95,48.78,6.96,48.8,747.2,idle,97.13,15.7,0.5,12,0,1,0.06519647153167601,6.612,64.75333333333333
Robotic Arm,0.45,32.81,2.56,15.2,152.4,idle,383.06,10.7,59.71,0,1,1,0.2138852672750978,1.1520000000000001,6.309668917805963
CNC,0.9,42.4,4.29,25.5,857.1,idle,49.1,10.4,43.47,4,0,1,0.04941149050227246,3.861,1.1041151337980661
Pump,,36.01,,,,idle,4.1,17.0,88.94,16,4,1,,,0.04558594618634645
Robotic Arm,1.18,37.38,5.58,38.2,364.7,normal,148.49,10.8,46.95,8,0,1,0.10221493027071371,6.5844,3.0967674661105318
Robotic Arm,0.47,38.39,2.5,23.2,,idle,552.58,9.0,23.1,2,1,1,,1.1749999999999998,22.92863070539419
Compressor,1.0,44.76,6.94,44.4,748.5,idle,26.42,9.3,56.59,0,5,1,0.059719813208805865,6.94,0.4587602014238583
Robotic Arm,0.91,45.99,5.73,47.8,352.2,normal,74.4,10.8,19.66,8,6,1,0.13020951302378256,5.214300000000001,3.6011616650532434
CNC,2.02,60.1,10.67,78.4,2868.9,normal,68.77,10.4,23.81,23,0,1,0.020941496219380466,21.5534,2.7718661829907294
Robotic Arm,0.42,32.38,2.58,,153.3,idle,382.15,14.1,60.63,23,0,1,0.20985093972780297,1.0836,6.2007139380171985
Compressor,1.06,50.35,6.75,48.8,744.7,idle,366.04,11.0,0.5,15,3,1,0.06752045058334451,7.155,244.02666666666667
CNC,0.73,40.88,4.99,23.6,895.3,idle,206.03,10.9,0.5,3,6,1,0.04560972888541783,3.6427,137.35333333333332
CNC,0.71,46.36,4.47,23.1,913.5,idle,279.32,9.6,55.48,5,0,1,0.050694368507381085,3.1736999999999997,4.945467422096318
CNC,3.46,64.81,16.14,,2948.3,normal,312.13,11.1,36.73,14,1,1,0.021974705862408028,55.8444,8.272727272727273
CNC,2.65,58.2,11.12,65.0,3055.6,normal,167.85,11.9,0.5,2,5,1,0.019040764247857098,29.467999999999996,111.89999999999999
CNC,2.45,54.7,13.82,83.9,2908.1,normal,242.01,17.6,14.57,11,3,1,0.018803066240418,33.859,15.543352601156068
Pump,1.92,67.54,11.02,97.1,1301.0,normal,30.72,14.9,62.32,18,5,1,0.05187403993855607,21.158399999999997,0.48515476942514213
Pump,1.8,,12.76,81.1,1315.9,normal,73.67,16.5,7.19,9,0,1,,22.968,8.995115995115993
Robotic Arm,1.21,38.04,5.29,41.5,358.3,normal,111.3,15.9,0.5,18,4,1,0.1058725299192875,6.4009,74.2
Pump,3.03,78.64,18.12,144.8,1715.8,peak,21.87,17.6,38.37,15,2,1,0.045806150978564775,54.9036,0.555499110998222
Compressor,0.97,46.16,6.72,45.8,737.6,idle,55.23,16.6,41.16,13,4,1,0.06249661521797996,6.5184,1.3100094876660342
Robotic Arm,0.4,31.22,2.41,14.8,148.7,idle,286.21,15.4,13.37,7,3,1,0.20855043420173683,0.9640000000000001,19.917188587334724
Compressor,1.31,58.94,6.26,41.0,697.4,idle,21.27,11.9,8.39,4,3,1,0.08439289805269187,8.2006,2.2651757188498403
CNC,0.73,48.75,4.15,23.8,884.1,idle,300.76,17.6,46.7,22,5,1,0.055078522200881254,3.0295,6.30524109014675
Robotic Arm,0.38,30.33,2.22,14.6,153.6,idle,267.9,13.7,47.96,23,0,1,0.1961836998706339,0.8436000000000001,5.471813725490196
Robotic Arm,1.53,60.09,6.8,38.7,339.0,normal,25.98,13.0,29.17,14,4,1,0.17673529411764707,10.404,0.8611203181968843
Compressor,2.43,61.82,13.56,102.9,1751.2,normal,401.66,9.5,85.25,4,0,1,0.035281360575276796,32.9508,4.656927536231884
Robotic Arm,1.49,46.99,6.64,46.5,331.5,normal,16.45,17.9,33.93,11,3,1,0.14132330827067668,9.8936,0.47094188376753504
Compressor,0.98,51.25,6.27,44.4,747.4,idle,426.86,14.9,45.73,5,1,1,0.06847942276857295,6.1446,9.134603038733148
Robotic Arm,1.19,40.08,5.56,43.2,369.0,normal,223.75,16.0,75.84,17,0,1,0.10832432432432432,6.6164,2.9118948464341488
Compressor,2.54,61.98,13.21,104.2,1741.5,normal,262.14,16.5,73.13,13,0,1,0.03556958393113343,33.5534,3.5362201537838933
Pump,5.21,51.2,12.3,101.8,1217.3,normal,371.65,13.7,0.5,18,6,1,0.04202577361897727,64.083,247.76666666666665
Pump,1.73,53.5,11.22,80.9,1288.3,normal,393.3,13.9,0.5,16,0,1,0.04149538509268595,19.410600000000002,262.2
Pump,0.6,42.47,3.75,23.3,506.4,idle,326.88,11.0,35.28,5,1,1,0.08370122191564841,2.25,9.009922822491731
Compressor,2.43,55.05,14.54,111.1,1726.0,normal,7.9,13.1,85.6,17,3,1,0.031876085697741745,35.3322,0.09122401847575058
Pump,0.55,,3.71,20.9,,idle,422.5,14.0,0.5,21,1,1,,2.0405,281.6666666666667
Robotic Arm,1.05,41.83,5.29,45.8,363.4,normal,384.03,13.9,0.5,9,0,1,0.1147914379802415,5.5545,256.02
Compressor,1.05,44.62,6.19,44.5,750.5,idle,25.82,10.4,47.81,22,3,1,0.059374584165003325,6.4995,0.5289899610735505
Compressor,3.48,66.04,15.24,108.1,1665.6,normal,70.35,12.5,36.31,7,3,1,0.03962558502340094,53.0352,1.8855534709193242
Compressor,2.17,64.62,14.46,118.8,1760.1,normal,72.07,8.9,21.44,9,6,1,0.03669297598092102,31.3782,3.2116755793226375
Compressor,2.11,57.59,13.1,100.2,1731.5,normal,428.19,11.3,0.5,6,6,1,0.033240981240981245,27.641,285.46
Compressor,4.76,66.41,17.24,,1616.9,normal,93.53,12.7,13.13,7,4,1,0.0410470362815996,82.06239999999998,6.6192498230714785
Pump,0.62,38.75,3.3,22.7,529.2,idle,374.42,13.9,0.5,21,6,1,0.07308562806488117,2.046,249.61333333333334
CNC,2.62,52.8,12.74,66.1,3041.2,normal,15.43,13.6,67.84,12,6,1,0.017355860890145288,33.378800000000005,0.22414294015107494
Robotic Arm,0.44,31.92,2.54,16.9,156.0,idle,331.05,9.9,0.5,4,5,1,0.20331210191082805,1.1176,220.70000000000002
Compressor,0.92,46.11,6.79,49.7,767.5,idle,399.42,16.1,0.5,1,5,1,0.06,6.2468,266.28000000000003
Compressor,1.04,47.97,6.58,44.8,764.1,idle,67.47,9.4,26.04,5,6,1,0.06269768657691804,6.8432,2.495192307692308
Robotic Arm,0.71,39.29,2.4,15.3,146.8,idle,167.37,12.7,28.06,3,1,1,0.26583220568335586,1.704,5.759463179628356
Pump,1.78,59.04,11.05,,1310.0,normal,31.17,10.0,45.37,14,4,1,0.04503432494279176,19.669,0.6722018546474015
Pump,2.6,77.13,16.41,162.4,1824.1,peak,176.92,16.1,0.5,16,3,1,0.0422606980439428,42.666000000000004,117.94666666666666
Pump,0.52,43.7,3.72,24.9,501.8,idle,21.75,12.6,49.94,4,3,1,0.08691328560063644,1.9344000000000001,0.4269729093050648
CNC,1.84,55.56,10.62,61.6,3063.3,normal,34.87,11.9,59.75,17,2,1,0.01813138400287178,19.5408,0.5739917695473251
Robotic Arm,0.36,31.77,2.33,13.8,145.8,idle,528.38,17.4,47.3,2,0,1,0.21641689373297002,0.8388,10.939544513457557
Pump,1.98,62.6,12.45,90.2,1249.6,normal,142.88,17.3,0.5,6,3,1,0.05005597313289621,24.651,95.25333333333333
Compressor,4.31,63.14,14.57,98.2,1745.6,normal,136.68,17.4,23.23,4,2,1,0.03615023474178404,62.796699999999994,5.640940982253405
Compressor,1.18,75.65,9.02,42.1,660.2,idle,529.06,11.9,9.99,16,5,1,0.11441318814277072,10.6436,48.14012738853503
CNC,0.94,,4.49,24.4,893.0,idle,10.2,16.5,73.28,0,5,1,,4.2206,0.13731825525040386
Pump,0.67,37.97,3.57,15.7,508.3,idle,346.28,8.7,0.5,17,5,1,0.07455330846259571,2.3919,230.85333333333332
Compressor,2.16,62.61,6.35,46.5,694.1,idle,38.67,14.3,11.59,23,6,1,0.09007337073802331,13.716,3.071485305798253
Compressor,1.1,46.87,5.83,47.1,772.8,idle,337.31,17.2,46.76,2,3,1,0.060571207030240375,6.413,7.0626046901172534
Compressor,2.12,63.86,13.13,100.6,1707.2,normal,79.48,11.9,14.02,17,6,1,0.03738438121999766,27.835600000000003,5.291611185086552
Robotic Arm,1.72,52.2,8.67,,483.1,peak,12.23,14.9,38.15,7,3,1,0.10782896095847966,14.9124,0.3123882503192848
Pump,0.66,,3.42,15.3,544.6,idle,45.63,9.6,26.06,4,4,1,,2.2572,1.6862527716186255
Compressor,5.01,63.89,17.07,99.7,1607.7,normal,147.57,16.6,12.35,15,2,1,0.03971529806676198,85.52069999999999,11.053932584269663
Robotic Arm,0.42,,2.56,14.4,150.9,idle,308.65,16.4,0.5,5,4,1,,1.0752,205.76666666666665
Pump,1.78,48.39,11.84,86.2,1328.2,normal,8.97,17.7,67.57,16,3,1,0.03640535660547698,21.0752,0.13081522531719414
Pump,0.61,41.56,3.35,22.8,535.9,idle,183.68,16.7,0.5,22,3,1,0.07740733842428758,2.0435,122.45333333333333
Pump,1.8,62.02,13.44,81.5,1234.1,normal,90.82,12.9,36.56,19,6,1,0.05021455752570643,24.192,2.4179978700745473
Compressor,1.12,62.49,6.64,45.6,681.7,idle,446.68,16.3,25.92,1,2,1,0.09153361652263073,7.436800000000001,16.592867756315005
CNC,0.9,46.8,5.42,21.8,,idle,116.8,11.7,0.5,23,2,1,,4.878,77.86666666666666
Compressor,2.36,,13.15,109.5,1749.4,normal,38.5,9.2,35.13,11,4,1,,31.034,1.0655964572377525
Robotic Arm,1.18,40.33,5.43,43.8,,normal,414.6,15.3,0.5,15,1,1,,6.407399999999999,276.40000000000003
Robotic Arm,0.44,32.93,2.43,18.9,157.5,idle,374.93,10.8,0.5,0,0,1,0.2077602523659306,1.0692000000000002,249.95333333333335
Pump,2.0,62.54,12.64,112.7,1305.6,normal,347.08,11.6,0.5,17,5,1,0.0478646869738252,25.28,231.38666666666666
Pump,0.69,39.36,3.6,21.8,553.7,idle,208.46,13.3,75.12,18,0,1,0.07095727420227149,2.484,2.738570677877036
Pump,,55.5,3.96,19.6,511.1,idle,55.43,14.1,25.0,3,2,1,0.10837727006444053,,2.131923076923077
CNC,0.97,45.27,4.85,21.1,884.9,idle,108.83,16.6,0.5,2,2,1,0.05110057568574332,4.7044999999999995,72.55333333333333
Robotic Arm,1.03,37.49,5.28,38.2,362.5,normal,105.12,17.9,0.5,14,0,1,0.10313617606602477,5.438400000000001,70.08
CNC,3.86,61.82,21.36,98.4,3935.7,peak,86.87,11.4,0.5,13,6,1,0.015703508014326722,82.44959999999999,57.913333333333334
CNC,2.93,57.46,12.92,78.5,2952.8,normal,23.43,13.2,60.04,13,5,1,0.019452908118356014,37.8556,0.38384665792922673
Compressor,2.43,66.1,14.48,113.8,1703.8,normal,64.98,10.9,8.64,14,5,1,0.03877287658376349,35.186400000000006,6.740663900414938
CNC,0.91,48.42,4.74,23.9,870.3,idle,303.38,15.6,44.08,1,6,1,0.05557213359348101,4.313400000000001,6.729813664596273
Compressor,1.0,46.16,5.88,44.6,762.4,idle,48.18,8.1,45.32,10,5,1,0.06046633481791983,5.88,1.0401554404145077
CNC,1.18,51.87,5.18,20.5,871.0,idle,47.2,12.0,30.82,5,4,1,0.05948394495412844,6.112399999999999,1.4833438089252045
CNC,3.04,53.01,11.1,88.2,2840.6,normal,25.18,10.5,49.43,7,3,1,0.01865498310810811,33.744,0.49930596866944277
CNC,4.91,65.01,15.94,68.2,2776.4,normal,318.98,11.1,28.48,16,6,1,0.023406783322531866,78.2654,10.8202170963365
Pump,1.74,63.78,11.39,108.0,1258.0,normal,17.58,10.9,53.72,6,5,1,0.050659253375695,19.8186,0.3212719298245614
Compressor,1.08,50.35,6.17,46.6,763.3,idle,328.72,16.0,27.63,2,2,1,0.06587727332199399,6.663600000000001,11.481662591687043
CNC,2.25,58.94,15.97,,3076.2,normal,147.47,16.4,0.5,6,4,1,0.01915377616014559,35.932500000000005,98.31333333333333
Robotic Arm,1.26,37.56,5.8,,360.8,normal,335.7,17.8,0.5,8,5,1,0.10381426202321725,7.308,223.79999999999998
Robotic Arm,,,2.42,,158.1,idle,13.0,9.2,65.92,18,5,1,,,0.19426180514046623
Pump,0.63,,3.39,23.0,553.4,idle,40.32,13.8,30.98,5,6,1,,2.1357,1.2607879924953096
Compressor,,49.58,6.15,48.3,762.8,idle,399.41,11.2,87.5,1,0,1,0.0649122807017544,,4.513107344632768
Pump,2.16,51.66,11.03,100.8,1329.2,normal,397.45,16.7,0.5,20,0,1,0.03883626522327469,23.8248,264.96666666666664
CNC,2.75,61.05,11.7,60.6,2904.0,normal,49.67,15.1,38.48,7,3,1,0.02101549053356282,32.175,1.2581053698074975
Compressor,2.29,59.79,13.87,113.6,1783.7,normal,72.3,17.8,24.09,6,5,1,0.03350142881156497,31.7623,2.88162614587485
CNC,0.75,45.18,4.59,22.9,863.8,idle,200.32,12.8,0.5,22,5,1,0.052243293246993526,3.4425,133.54666666666665
CNC,1.38,46.66,4.87,21.5,896.7,idle,317.71,15.5,29.75,15,6,1,0.051977275258995204,6.720599999999999,10.332032520325203
CNC,1.03,56.79,7.41,20.3,812.8,idle,194.16,13.8,6.43,5,2,1,0.06978373064635046,7.632300000000001,26.131897711978468
Robotic Arm,0.36,29.85,,17.2,145.8,idle,212.45,17.2,87.14,5,0,1,0.20333787465940054,,2.4103698661220783
Compressor,2.46,52.5,13.63,101.6,1708.5,normal,64.93,10.2,8.69,13,5,1,0.030710734132787364,33.5298,6.700722394220847
Pump,2.12,46.59,12.69,101.5,1252.5,normal,3.97,14.6,67.35,23,6,1,0.03716792979656961,26.9028,0.05808339429407462
Pump,0.58,39.3,5.5,19.2,510.3,idle,163.05,10.6,22.56,2,1,1,0.07686289849403481,3.19,6.9206281833616305
Pump,1.86,66.29,11.89,121.7,1294.2,normal,223.97,16.8,70.7,14,0,1,0.05118128474366893,22.1154,3.12370990237099
CNC,,45.45,,21.4,,idle,99.3,16.1,42.49,1,1,1,,,2.283283513451368
Robotic Arm,0.45,52.36,,16.9,142.9,idle,28.15,12.3,22.23,23,3,1,0.3638637943015983,,1.2117950925527334
Compressor,5.29,73.24,17.48,,1622.7,normal,100.25,8.7,6.41,13,4,1,0.04510685471454086,92.4692,13.529014844804319
Pump,2.15,,12.41,117.6,1303.3,normal,24.05,16.5,58.08,12,4,1,,26.6815,0.40707515233581587
Pump,2.05,52.1,12.32,97.1,1341.7,normal,126.48,8.0,0.5,13,1,1,0.03880241304833544,25.255999999999997,84.32000000000001
Compressor,2.4,52.82,13.35,96.8,1766.2,normal,260.09,16.2,75.18,11,0,1,0.02988909008601177,32.04,3.414150695720661
Compressor,,48.78,5.96,44.1,730.1,idle,52.28,15.5,30.72,2,6,1,0.06672137874435782,,1.648171500630517
Pump,,57.15,17.37,83.2,1250.2,normal,108.53,15.0,18.85,12,0,1,0.04567615089514066,,5.467506297229219
CNC,3.8,70.35,27.13,106.0,4048.6,peak,6.52,11.9,66.64,11,5,1,0.01737208613196365,103.094,0.0963926670609107
CNC,2.61,53.32,11.25,82.5,2813.2,normal,24.6,8.4,50.7,13,5,1,0.018946769952384337,29.362499999999997,0.4758220502901354
CNC,2.59,59.29,15.87,63.9,3086.9,normal,188.72,14.8,0.5,10,5,1,0.019200751319667086,41.1033,125.81333333333333
Robotic Arm,1.62,71.39,7.65,42.2,301.0,normal,158.83,11.5,0.5,20,2,1,0.2363907284768212,12.393,105.88666666666667
Robotic Arm,1.09,39.08,5.71,43.7,351.9,normal,431.9,11.5,0.5,9,2,1,0.1107395862850666,6.2239,287.93333333333334
Pump,2.72,79.34,15.81,159.9,1853.0,peak,99.47,10.6,0.5,10,0,1,0.042793959007551244,43.00320000000001,66.31333333333333
Robotic Arm,,34.96,2.23,16.1,156.1,idle,67.63,8.6,16.49,22,2,1,0.222533418204965,,3.866781017724414
Robotic Arm,0.89,36.86,5.87,39.8,354.5,normal,127.28,16.2,0.5,10,5,1,0.10368495077355837,5.2243,84.85333333333334
Compressor,2.22,63.59,14.98,101.9,1705.8,normal,77.1,10.9,19.29,11,5,1,0.03725685493320834,33.2556,3.799901429275505
Pump,1.72,67.98,11.6,89.0,1262.2,normal,33.62,14.3,44.06,9,4,1,0.05381570614312856,19.951999999999998,0.7461162893919218
Robotic Arm,,42.9,5.61,44.8,358.0,normal,84.35,8.9,0.5,17,1,1,0.11949860724233984,,56.23333333333333
